2,27/6/2018 13:19:50,"I",1,"1",0,
3,27/6/2018 13:20:52,"I",1,"1",0,
4,27/6/2018 13:21:36,"I",1,"1",0,
5,27/6/2018 13:22:23,"I",1,"1",0,
6,27/6/2018 13:23:31,"I",1,"1",0,
7,27/6/2018 13:24:10,"I",1,"1",0,
5,28/6/2018 15:32:45,"I",1,"1",0,
6,28/6/2018 16:07:28,"I",1,"1",0,
8,28/6/2018 21:20:25,"I",1,"1",0,
6,1/7/2018 07:14:25,"I",1,"1",0,
4,1/7/2018 07:31:50,"I",1,"1",0,
3,1/7/2018 07:33:42,"I",1,"1",0,
7,1/7/2018 07:44:07,"I",1,"1",0,
5,1/7/2018 07:58:46,"I",1,"1",0,
8,1/7/2018 13:35:13,"I",1,"1",0,
1,1/7/2018 13:39:15,"I",1,"1",0,
2,1/7/2018 13:39:20,"I",1,"1",0,
4,1/7/2018 14:47:49,"O",1,"1",0,
5,1/7/2018 15:26:22,"O",1,"1",0,
7,1/7/2018 15:28:10,"O",1,"1",0,
8,1/7/2018 20:03:46,"O",1,"1",0,
6,1/7/2018 20:21:56,"O",1,"1",0,
1,1/7/2018 20:22:02,"O",1,"1",0,
2,1/7/2018 20:22:09,"O",1,"1",0,
5,2/7/2018 07:29:45,"O",1,"1",0,
2,2/7/2018 07:43:41,"O",1,"1",0,
3,2/7/2018 07:54:24,"O",1,"1",0,
7,2/7/2018 08:01:12,"O",1,"1",0,
9,2/7/2018 08:30:10,"O",3,"1",0,
3,2/7/2018 08:31:41,"O",1,"1",0,
10,2/7/2018 08:33:30,"O",1,"1",0,
10,2/7/2018 08:34:30,"O",1,"1",0,
6,2/7/2018 12:46:43,"O",1,"1",0,
8,2/7/2018 13:30:40,"O",1,"1",0,
1,2/7/2018 13:33:34,"O",1,"1",0,
4,2/7/2018 13:59:19,"I",1,"1",0,
3,2/7/2018 14:03:20,"I",1,"1",0,
2,2/7/2018 14:09:39,"I",1,"1",0,
7,2/7/2018 14:14:31,"I",1,"1",0,
5,2/7/2018 14:14:55,"I",1,"1",0,
8,2/7/2018 20:04:42,"I",1,"1",0,
6,2/7/2018 20:27:01,"I",1,"1",0,
1,2/7/2018 20:27:09,"I",1,"1",0,
4,2/7/2018 20:27:27,"O",1,"1",0,
6,2/7/2018 20:27:32,"O",1,"1",0,
1,2/7/2018 20:27:36,"O",1,"1",0,
6,3/7/2018 07:20:48,"I",1,"1",0,
5,3/7/2018 07:38:14,"I",1,"1",0,
8,3/7/2018 07:44:21,"I",1,"1",0,
7,3/7/2018 07:46:18,"I",1,"1",0,
2,3/7/2018 07:46:51,"I",1,"1",0,
1,3/7/2018 13:51:26,"I",1,"1",0,
3,3/7/2018 13:53:39,"I",1,"1",0,
4,3/7/2018 14:02:36,"I",1,"1",0,
6,3/7/2018 14:17:50,"O",1,"1",0,
6,3/7/2018 14:17:56,"I",1,"1",0,
8,3/7/2018 14:21:31,"I",1,"1",0,
7,3/7/2018 14:33:34,"I",1,"1",0,
5,3/7/2018 14:33:55,"I",1,"1",0,
2,3/7/2018 14:34:06,"O",1,"1",0,
7,3/7/2018 14:34:13,"O",1,"1",0,
5,3/7/2018 14:34:20,"O",1,"1",0,
1,3/7/2018 20:28:14,"O",1,"1",0,
3,3/7/2018 20:34:28,"O",1,"1",0,
3,3/7/2018 20:35:01,"O",1,"1",0,
6,3/7/2018 20:35:07,"O",1,"1",0,
1,4/7/2018 07:36:04,"I",1,"1",0,
2,4/7/2018 07:47:06,"I",1,"1",0,
8,4/7/2018 07:51:17,"I",1,"1",0,
7,4/7/2018 07:54:13,"I",1,"1",0,
6,4/7/2018 07:57:38,"I",1,"1",0,
8,4/7/2018 14:05:26,"I",1,"1",0,
6,4/7/2018 14:11:55,"O",1,"1",0,
6,4/7/2018 14:12:12,"I",1,"1",0,
1,4/7/2018 14:20:11,"O",1,"1",0,
2,4/7/2018 14:21:29,"O",1,"1",0,
3,4/7/2018 14:29:43,"I",1,"1",0,
4,4/7/2018 14:29:59,"I",1,"1",0,
7,4/7/2018 15:57:57,"O",1,"1",0,
6,4/7/2018 20:06:21,"O",1,"1",0,
5,4/7/2018 20:06:30,"O",1,"1",0,
3,4/7/2018 20:17:37,"O",1,"1",0,
2,5/7/2018 07:39:47,"I",1,"1",0,
8,5/7/2018 07:44:05,"I",1,"1",0,
1,5/7/2018 07:51:30,"I",1,"1",0,
3,5/7/2018 08:05:33,"I",1,"1",0,
6,5/7/2018 13:15:25,"I",1,"1",0,
7,5/7/2018 14:05:32,"I",1,"1",0,
5,5/7/2018 14:05:49,"I",1,"1",0,
1,5/7/2018 14:14:35,"O",1,"1",0,
2,5/7/2018 14:14:41,"O",1,"1",0,
4,5/7/2018 14:16:43,"I",1,"1",0,
8,5/7/2018 14:27:29,"I",1,"1",0,
3,5/7/2018 14:41:06,"O",1,"1",0,
6,5/7/2018 20:18:52,"O",1,"1",0,
5,5/7/2018 20:27:16,"O",1,"1",0,
7,5/7/2018 20:27:49,"O",1,"1",0,
4,5/7/2018 20:27:56,"O",1,"1",0,
5,7/7/2018 07:35:35,"I",1,"1",0,
1,7/7/2018 07:40:10,"I",1,"1",0,
7,7/7/2018 07:43:03,"I",1,"1",0,
4,7/7/2018 08:00:04,"I",1,"1",0,
6,7/7/2018 13:19:41,"I",1,"1",0,
8,7/7/2018 13:35:19,"I",1,"1",0,
3,7/7/2018 13:38:13,"I",1,"1",0,
1,7/7/2018 14:05:58,"O",1,"1",0,
2,7/7/2018 14:06:14,"I",1,"1",0,
7,7/7/2018 14:09:38,"O",1,"1",0,
4,7/7/2018 14:16:25,"O",1,"1",0,
8,7/7/2018 20:08:08,"O",1,"1",0,
3,7/7/2018 20:22:21,"O",1,"1",0,
6,7/7/2018 20:23:57,"O",1,"1",0,
2,7/7/2018 20:27:28,"O",1,"1",0,
6,8/7/2018 07:33:50,"I",1,"1",0,
5,8/7/2018 07:46:19,"I",1,"1",0,
4,8/7/2018 07:46:57,"I",1,"1",0,
7,8/7/2018 07:48:18,"I",1,"1",0,
3,8/7/2018 08:03:05,"I",1,"1",0,
8,8/7/2018 13:34:51,"I",1,"1",0,
1,8/7/2018 13:52:41,"I",1,"1",0,
2,8/7/2018 13:53:12,"I",1,"1",0,
4,8/7/2018 14:07:46,"O",1,"1",0,
3,8/7/2018 14:23:33,"O",1,"1",0,
6,8/7/2018 14:56:59,"O",1,"1",0,
6,8/7/2018 14:57:08,"I",1,"1",0,
7,8/7/2018 14:57:15,"O",1,"1",0,
5,8/7/2018 14:57:21,"O",1,"1",0,
6,8/7/2018 20:02:40,"O",1,"1",0,
1,8/7/2018 20:02:45,"O",1,"1",0,
2,8/7/2018 20:02:55,"O",1,"1",0,
8,8/7/2018 20:04:40,"O",1,"1",0,
1,9/7/2018 07:43:46,"I",1,"1",0,
5,9/7/2018 07:44:13,"I",1,"1",0,
7,9/7/2018 07:47:49,"I",1,"1",0,
4,9/7/2018 07:57:45,"I",1,"1",0,
6,9/7/2018 12:03:40,"I",1,"1",0,
3,9/7/2018 13:50:03,"I",1,"1",0,
8,9/7/2018 13:58:57,"I",1,"1",0,
4,9/7/2018 14:02:32,"O",1,"1",0,
7,9/7/2018 15:33:20,"O",1,"1",0,
5,9/7/2018 15:33:41,"O",1,"1",0,
2,9/7/2018 15:44:16,"I",1,"1",0,
3,9/7/2018 20:08:12,"O",1,"1",0,
8,9/7/2018 20:08:47,"O",1,"1",0,
2,9/7/2018 20:16:08,"O",1,"1",0,
6,9/7/2018 20:35:20,"O",1,"1",0,
8,10/7/2018 07:47:43,"O",1,"1",0,
5,10/7/2018 07:47:49,"O",1,"1",0,
4,10/7/2018 08:01:50,"I",1,"1",0,
3,10/7/2018 08:05:11,"I",1,"1",0,
6,10/7/2018 09:55:53,"I",1,"1",0,
1,10/7/2018 13:49:40,"I",1,"1",0,
2,10/7/2018 13:50:05,"I",1,"1",0,
7,10/7/2018 13:58:17,"I",1,"1",0,
4,10/7/2018 14:04:33,"O",1,"1",0,
3,10/7/2018 14:08:44,"O",1,"1",0,
8,10/7/2018 14:10:24,"O",1,"1",0,
1,10/7/2018 20:11:15,"O",1,"1",0,
2,10/7/2018 20:11:24,"O",1,"1",0,
6,10/7/2018 20:11:43,"O",1,"1",0,
7,10/7/2018 20:11:49,"O",1,"1",0,
5,11/7/2018 07:43:01,"I",1,"1",0,
8,11/7/2018 07:44:48,"I",1,"1",0,
7,11/7/2018 07:49:43,"I",1,"1",0,
4,11/7/2018 08:16:04,"I",1,"1",0,
6,11/7/2018 11:07:31,"I",1,"1",0,
2,11/7/2018 13:45:39,"I",1,"1",0,
1,11/7/2018 13:46:25,"I",1,"1",0,
3,11/7/2018 13:52:36,"I",1,"1",0,
8,11/7/2018 13:58:44,"I",1,"1",0,
4,11/7/2018 14:00:16,"O",1,"1",0,
2,11/7/2018 20:08:11,"O",1,"1",0,
3,11/7/2018 20:15:58,"O",1,"1",0,
1,11/7/2018 20:17:36,"O",1,"1",0,
6,11/7/2018 20:19:18,"O",1,"1",0,
5,12/7/2018 07:41:18,"I",1,"1",0,
3,12/7/2018 07:48:48,"I",1,"1",0,
7,12/7/2018 07:54:54,"I",1,"1",0,
4,12/7/2018 08:04:39,"I",1,"1",0,
6,12/7/2018 08:24:10,"I",1,"1",0,
8,12/7/2018 13:28:37,"I",1,"1",0,
1,12/7/2018 14:05:12,"I",1,"1",0,
2,12/7/2018 14:26:21,"I",1,"1",0,
2,12/7/2018 14:26:22,"I",1,"1",0,
3,12/7/2018 14:31:43,"O",1,"1",0,
7,12/7/2018 15:01:52,"O",1,"1",0,
8,12/7/2018 20:08:10,"O",1,"1",0,
2,12/7/2018 20:11:49,"O",1,"1",0,
2,12/7/2018 20:11:51,"O",1,"1",0,
6,12/7/2018 20:15:18,"O",1,"1",0,
1,12/7/2018 20:19:53,"O",1,"1",0,
1,14/7/2018 08:13:39,"I",1,"1",0,
5,14/7/2018 08:22:51,"I",1,"1",0,
7,14/7/2018 08:25:20,"I",1,"1",0,
2,14/7/2018 08:30:35,"I",1,"1",0,
8,14/7/2018 12:54:48,"I",1,"1",0,
3,14/7/2018 13:01:16,"I",1,"1",0,
6,14/7/2018 13:09:25,"I",1,"1",0,
7,14/7/2018 14:33:22,"O",1,"1",0,
5,14/7/2018 14:33:29,"O",1,"1",0,
2,14/7/2018 14:37:38,"O",1,"1",0,
1,14/7/2018 14:37:44,"O",1,"1",0,
8,14/7/2018 20:02:27,"O",1,"1",0,
6,14/7/2018 20:14:49,"O",1,"1",0,
3,14/7/2018 20:32:21,"O",1,"1",0,
3,15/7/2018 07:26:15,"I",1,"1",0,
5,15/7/2018 07:29:23,"I",1,"1",0,
2,15/7/2018 07:35:09,"I",1,"1",0,
6,15/7/2018 07:41:58,"I",1,"1",0,
7,15/7/2018 07:48:56,"I",1,"1",0,
8,15/7/2018 12:29:22,"I",1,"1",0,
1,15/7/2018 13:27:21,"I",1,"1",0,
2,15/7/2018 14:35:28,"O",1,"1",0,
3,15/7/2018 14:36:18,"O",1,"1",0,
8,15/7/2018 20:01:39,"O",1,"1",0,
6,15/7/2018 20:29:07,"O",1,"1",0,
1,15/7/2018 20:29:23,"O",1,"1",0,
5,16/7/2018 07:37:04,"I",1,"1",0,
6,16/7/2018 07:39:33,"I",1,"1",0,
7,16/7/2018 07:48:21,"I",1,"1",0,
2,16/7/2018 07:51:33,"I",1,"1",0,
2,16/7/2018 07:51:34,"I",1,"1",0,
8,16/7/2018 12:37:38,"I",1,"1",0,
3,16/7/2018 13:09:52,"I",1,"1",0,
1,16/7/2018 13:39:03,"I",1,"1",0,
2,16/7/2018 14:34:22,"O",1,"1",0,
7,16/7/2018 15:21:57,"O",1,"1",0,
5,16/7/2018 15:22:03,"O",1,"1",0,
8,16/7/2018 20:01:52,"O",1,"1",0,
1,16/7/2018 20:25:06,"O",1,"1",0,
3,16/7/2018 20:27:29,"O",1,"1",0,
6,16/7/2018 20:30:40,"O",1,"1",0,
8,17/7/2018 07:31:37,"O",1,"1",0,
5,17/7/2018 07:38:45,"I",1,"1",0,
7,17/7/2018 07:50:18,"I",1,"1",0,
2,17/7/2018 07:56:05,"I",1,"1",0,
6,17/7/2018 12:25:03,"I",1,"1",0,
3,17/7/2018 12:50:58,"I",1,"1",0,
1,17/7/2018 13:35:06,"I",1,"1",0,
8,17/7/2018 14:32:36,"I",1,"1",0,
2,17/7/2018 14:35:54,"O",1,"1",0,
6,17/7/2018 20:29:39,"O",1,"1",0,
3,17/7/2018 20:29:53,"O",1,"1",0,
1,17/7/2018 20:30:14,"O",1,"1",0,
3,18/7/2018 07:40:31,"I",1,"1",0,
2,18/7/2018 07:45:40,"I",1,"1",0,
8,18/7/2018 07:47:22,"I",1,"1",0,
1,18/7/2018 07:55:35,"I",1,"1",0,
6,18/7/2018 13:00:57,"I",1,"1",0,
5,18/7/2018 13:25:09,"I",1,"1",0,
7,18/7/2018 13:54:22,"I",1,"1",0,
8,18/7/2018 14:31:31,"I",1,"1",0,
1,18/7/2018 14:31:36,"I",1,"1",0,
2,18/7/2018 14:39:25,"O",1,"1",0,
3,18/7/2018 14:39:44,"O",1,"1",0,
6,18/7/2018 20:26:19,"O",1,"1",0,
7,18/7/2018 20:27:25,"O",1,"1",0,
8,19/7/2018 07:41:23,"O",1,"1",0,
6,19/7/2018 07:56:26,"O",1,"1",0,
1,19/7/2018 08:07:37,"I",1,"1",0,
2,19/7/2018 08:14:26,"I",1,"1",0,
3,19/7/2018 08:28:25,"I",1,"1",0,
5,19/7/2018 13:06:37,"I",1,"1",0,
7,19/7/2018 13:30:27,"I",1,"1",0,
2,19/7/2018 14:27:04,"O",1,"1",0,
1,19/7/2018 14:32:57,"O",1,"1",0,
8,19/7/2018 14:33:10,"O",1,"1",0,
3,19/7/2018 14:34:12,"O",1,"1",0,
6,19/7/2018 20:33:22,"O",1,"1",0,
6,21/7/2018 07:41:03,"O",1,"1",0,
5,21/7/2018 08:05:35,"I",1,"1",0,
7,21/7/2018 08:06:06,"I",1,"1",0,
8,21/7/2018 12:36:44,"I",1,"1",0,
1,21/7/2018 13:48:10,"I",1,"1",0,
2,21/7/2018 14:03:49,"I",1,"1",0,
